Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Product_ID,Product_Name,Category,Region,City,Quantity,Unit_Price,Discount,Sales,Profit,Profit_Margin
ORD-102868,2024-06-05,2024-06-09,Same Day,CUST-1128,PROD-1028,Tennis Racket,Sports,West,Exeter,8,329.27,0.15,2239.04,990.49,0.4424
ORD-102869,2022-01-18,2022-01-23,First Class,CUST-1071,PROD-1025,Dumbbells,Sports,North,Liverpool,6,92.15,0.0,552.9,284.16,0.5139
ORD-102870,2024-11-29,2024-12-03,Second Class,CUST-1285,PROD-1031,Coffee Beans,Food & Grocery,East,Norwich,5,86.95,0.1,391.28,234.72,0.5999
ORD-102871,2023-07-19,2023-07-21,Second Class,CUST-1002,PROD-1031,Coffee Beans,Food & Grocery,South,Portsmouth,6,86.95,0.0,521.7,312.96,0.5999
ORD-102872,2024-08-15,2024-08-22,Second Class,CUST-1269,PROD-1026,Running Shoes,Sports,Central,Coventry,10,428.06,0.2,3424.48,1328.96,0.3881
ORD-102873,2024-06-03,2024-06-05,Standard Class,CUST-1125,PROD-1024,Yoga Mat,Sports,West,Cardiff,5,108.76,0.05,516.61,187.48,0.3629
ORD-102874,2023-01-24,2023-01-29,Second Class,CUST-1123,PROD-1015,Shorts,Clothing,North,Leeds,2,640.74,0.1,1153.33,375.84,0.3259
ORD-102875,2022-02-13,2022-02-17,First Class,CUST-1128,PROD-1005,Camera,Electronics,North,Manchester,9,318.4,0.0,2865.6,1192.5,0.4161
ORD-102876,2023-10-17,2023-10-20,Second Class,CUST-1148,PROD-1034,Tea Set,Food & Grocery,East,Ipswich,9,142.17,0.05,1215.55,481.54,0.3961
ORD-102877,2024-07-25,2024-07-28,First Class,CUST-1232,PROD-1021,Bookshelf,Home & Garden,North,Newcastle,4,97.87,0.05,371.91,174.42,0.469
ORD-102878,2022-07-02,2022-07-08,Second Class,CUST-1168,PROD-1036,Organic Honey,Food & Grocery,Central,Coventry,9,590.43,0.05,5048.18,1395.96,0.2765
ORD-102879,2024-08-08,2024-08-14,Second Class,CUST-1167,PROD-1022,Mirror,Home & Garden,Central,Nottingham,5,710.06,0.0,3550.3,1180.5,0.3325
ORD-102880,2023-09-20,2023-09-26,Same Day,CUST-1215,PROD-1027,Bicycle,Sports,South,Southampton,7,241.05,0.1,1518.62,705.47,0.4645
ORD-102881,2024-06-02,2024-06-07,First Class,CUST-1059,PROD-1012,Shoes,Clothing,West,Bath,5,216.86,0.0,1084.3,513.35,0.4734
ORD-102882,2022-04-10,2022-04-11,Standard Class,CUST-1067,PROD-1029,Football,Sports,South,Portsmouth,8,575.73,0.1,4145.26,1248.77,0.3013
ORD-102883,2024-01-19,2024-01-25,Standard Class,CUST-1292,PROD-1029,Football,Sports,South,London,3,575.73,0.0,1727.19,520.32,0.3013
ORD-102884,2024-04-15,2024-04-17,Second Class,CUST-1108,PROD-1002,Tablet,Electronics,North,Sheffield,6,223.3,0.05,1272.81,605.17,0.4755
ORD-102885,2023-10-24,2023-10-26,Standard Class,CUST-1141,PROD-1018,Lamp,Home & Garden,South,Brighton,7,1076.69,0.0,7536.83,4133.22,0.5484
ORD-102886,2024-12-15,2024-12-22,First Class,CUST-1033,PROD-1003,Headphones,Electronics,West,Exeter,6,236.88,0.2,1137.02,570.53,0.5018
ORD-102887,2023-12-11,2023-12-12,Same Day,CUST-1143,PROD-1018,Lamp,Home & Garden,Central,Leicester,4,1076.69,0.2,3445.41,1889.47,0.5484
ORD-102888,2023-02-19,2023-02-20,Standard Class,CUST-1006,PROD-1016,Sofa,Home & Garden,East,Norwich,5,663.83,0.2,2655.32,1578.24,0.5944
ORD-102889,2023-11-04,2023-11-10,Second Class,CUST-1066,PROD-1030,Swimwear,Sports,North,Liverpool,3,234.35,0.0,703.05,263.58,0.3749
ORD-102890,2023-12-04,2023-12-07,Same Day,CUST-1203,PROD-1030,Swimwear,Sports,South,Portsmouth,7,234.35,0.0,1640.45,615.02,0.3749
ORD-102891,2024-03-08,2024-03-12,Same Day,CUST-1054,PROD-1006,Speaker,Electronics,East,Peterborough,2,80.29,0.0,160.58,63.36,0.3946
ORD-102892,2022-10-12,2022-10-13,First Class,CUST-1030,PROD-1017,Coffee Table,Home & Garden,South,Portsmouth,1,660.41,0.2,528.33,219.04,0.4146
ORD-102893,2023-11-08,2023-11-13,Second Class,CUST-1147,PROD-1003,Headphones,Electronics,West,Cardiff,8,236.88,0.1,1705.54,855.79,0.5018
ORD-102894,2022-09-27,2022-10-02,Standard Class,CUST-1113,PROD-1030,Swimwear,Sports,South,Brighton,10,234.35,0.0,2343.5,878.6,0.3749
ORD-102895,2024-01-13,2024-01-16,Same Day,CUST-1044,PROD-1028,Tennis Racket,Sports,East,Colchester,4,329.27,0.1,1185.37,524.38,0.4424
ORD-102896,2023-07-20,2023-07-27,First Class,CUST-1097,PROD-1020,Rug,Home & Garden,Central,Birmingham,1,47.19,0.0,47.19,27.65,0.5859
ORD-102897,2022-11-25,2022-12-01,Same Day,CUST-1047,PROD-1025,Dumbbells,Sports,East,Ipswich,5,92.15,0.0,460.75,236.8,0.5139
ORD-102898,2024-11-04,2024-11-08,First Class,CUST-1246,PROD-1020,Rug,Home & Garden,South,Portsmouth,9,47.19,0.0,424.71,248.85,0.5859
ORD-102899,2024-02-02,2024-02-04,Standard Class,CUST-1007,PROD-1003,Headphones,Electronics,Central,Coventry,4,236.88,0.1,852.77,427.9,0.5018
ORD-102900,2022-10-15,2022-10-18,Same Day,CUST-1243,PROD-1002,Tablet,Electronics,North,Sheffield,4,223.3,0.15,759.22,360.98,0.4755
ORD-102901,2024-09-08,2024-09-10,First Class,CUST-1236,PROD-1025,Dumbbells,Sports,East,Colchester,7,92.15,0.0,645.05,331.52,0.5139
ORD-102902,2023-02-16,2023-02-19,Standard Class,CUST-1238,PROD-1004,Smartwatch,Electronics,East,Ipswich,7,227.77,0.15,1355.23,485.58,0.3583
ORD-102903,2024-10-20,2024-10-24,Same Day,CUST-1183,PROD-1020,Rug,Home & Garden,North,Liverpool,6,47.19,0.0,283.14,165.9,0.5859
ORD-102904,2022-10-14,2022-10-15,Standard Class,CUST-1288,PROD-1036,Organic Honey,Food & Grocery,West,Exeter,9,590.43,0.0,5313.87,1469.43,0.2765
ORD-102905,2023-06-28,2023-07-01,First Class,CUST-1245,PROD-1011,Dress,Clothing,South,Southampton,2,163.61,0.15,278.14,70.35,0.2529
ORD-102906,2022-05-24,2022-05-27,Second Class,CUST-1219,PROD-1031,Coffee Beans,Food & Grocery,West,Plymouth,1,86.95,0.0,86.95,52.16,0.5999
ORD-102907,2022-11-09,2022-11-11,First Class,CUST-1016,PROD-1023,Plant Pot,Home & Garden,South,Southampton,4,639.19,0.1,2301.08,1007.46,0.4378
ORD-102908,2023-11-04,2023-11-06,Standard Class,CUST-1279,PROD-1001,Smartphone,Electronics,West,Plymouth,10,809.75,0.2,6478.0,3745.36,0.5782
ORD-102909,2024-06-16,2024-06-21,Second Class,CUST-1159,PROD-1025,Dumbbells,Sports,West,Bath,1,92.15,0.0,92.15,47.36,0.5139
ORD-102910,2022-01-10,2022-01-16,First Class,CUST-1107,PROD-1019,Curtains,Home & Garden,Central,Coventry,7,188.03,0.15,1118.78,613.68,0.5485
ORD-102911,2023-11-01,2023-11-04,Second Class,CUST-1171,PROD-1032,Olive Oil,Food & Grocery,South,Southampton,1,172.25,0.1,155.03,72.68,0.4688
ORD-102912,2022-10-27,2022-10-29,Second Class,CUST-1167,PROD-1030,Swimwear,Sports,South,Portsmouth,7,234.35,0.1,1476.4,553.52,0.3749
ORD-102913,2022-04-23,2022-04-29,First Class,CUST-1239,PROD-1026,Running Shoes,Sports,Central,Derby,3,428.06,0.05,1219.97,473.44,0.3881
ORD-102914,2024-05-02,2024-05-06,Standard Class,CUST-1023,PROD-1012,Shoes,Clothing,South,Southampton,5,216.86,0.05,1030.09,487.68,0.4734
ORD-102915,2022-04-09,2022-04-13,Same Day,CUST-1086,PROD-1019,Curtains,Home & Garden,Central,Nottingham,2,188.03,0.1,338.45,185.65,0.5485
ORD-102916,2022-12-13,2022-12-16,First Class,CUST-1130,PROD-1035,Spice Kit,Food & Grocery,West,Bath,9,64.72,0.05,553.36,257.78,0.4658
ORD-102917,2023-10-26,2023-10-30,Standard Class,CUST-1117,PROD-1005,Camera,Electronics,Central,Nottingham,10,318.4,0.15,2706.4,1126.25,0.4161
ORD-102918,2023-04-27,2023-05-04,Standard Class,CUST-1278,PROD-1017,Coffee Table,Home & Garden,North,Liverpool,9,660.41,0.0,5943.69,2464.2,0.4146
ORD-102919,2022-05-20,2022-05-27,Second Class,CUST-1104,PROD-1012,Shoes,Clothing,East,Peterborough,7,216.86,0.1,1366.22,646.82,0.4734
ORD-102920,2024-01-22,2024-01-24,Standard Class,CUST-1003,PROD-1024,Yoga Mat,Sports,South,London,9,108.76,0.2,783.07,284.18,0.3629
ORD-102921,2023-03-19,2023-03-20,Second Class,CUST-1124,PROD-1015,Shorts,Clothing,Central,Birmingham,6,640.74,0.0,3844.44,1252.8,0.3259
ORD-102922,2022-08-19,2022-08-21,First Class,CUST-1009,PROD-1027,Bicycle,Sports,West,Cardiff,1,241.05,0.2,192.84,89.58,0.4645
ORD-102923,2023-05-04,2023-05-07,Second Class,CUST-1261,PROD-1013,Hoodie,Clothing,South,Southampton,5,730.12,0.1,3285.54,1597.86,0.4863
ORD-102924,2022-04-30,2022-05-06,Same Day,CUST-1005,PROD-1027,Bicycle,Sports,Central,Birmingham,2,241.05,0.05,458.0,212.76,0.4645
ORD-102925,2023-06-06,2023-06-07,Standard Class,CUST-1121,PROD-1009,Jeans,Clothing,Central,Coventry,1,750.34,0.2,600.27,317.16,0.5284
ORD-102926,2022-08-22,2022-08-24,Second Class,CUST-1085,PROD-1034,Tea Set,Food & Grocery,South,Southampton,10,142.17,0.15,1208.44,478.72,0.3961
ORD-102927,2023-03-16,2023-03-18,First Class,CUST-1038,PROD-1000,Laptop,Electronics,North,Newcastle,10,430.02,0.2,3440.16,853.6,0.2481
ORD-102928,2023-03-17,2023-03-19,Same Day,CUST-1252,PROD-1036,Organic Honey,Food & Grocery,East,Ipswich,3,590.43,0.1,1594.16,440.83,0.2765
ORD-102929,2022-08-15,2022-08-16,Same Day,CUST-1239,PROD-1006,Speaker,Electronics,North,Sheffield,8,80.29,0.1,578.09,228.1,0.3946
ORD-102930,2024-06-25,2024-06-27,Standard Class,CUST-1087,PROD-1032,Olive Oil,Food & Grocery,West,Exeter,3,172.25,0.05,490.91,230.17,0.4689
ORD-102931,2023-02-09,2023-02-10,First Class,CUST-1038,PROD-1013,Hoodie,Clothing,North,Newcastle,1,730.12,0.0,730.12,355.08,0.4863
ORD-102932,2024-12-16,2024-12-19,First Class,CUST-1083,PROD-1001,Smartphone,Electronics,West,Exeter,6,809.75,0.0,4858.5,2809.02,0.5782
ORD-102933,2024-10-13,2024-10-18,First Class,CUST-1223,PROD-1031,Coffee Beans,Food & Grocery,West,Bristol,4,86.95,0.2,278.24,166.91,0.5999
ORD-102934,2022-03-24,2022-03-27,Second Class,CUST-1164,PROD-1028,Tennis Racket,Sports,West,Exeter,5,329.27,0.2,1317.08,582.64,0.4424
ORD-102935,2023-01-31,2023-02-03,Standard Class,CUST-1218,PROD-1023,Plant Pot,Home & Garden,North,Manchester,3,639.19,0.0,1917.57,839.55,0.4378
ORD-102936,2022-05-12,2022-05-13,Same Day,CUST-1139,PROD-1011,Dress,Clothing,East,Norwich,7,163.61,0.0,1145.27,289.66,0.2529
ORD-102937,2023-12-22,2023-12-29,Same Day,CUST-1290,PROD-1029,Football,Sports,North,Sheffield,5,575.73,0.1,2590.79,780.48,0.3013
ORD-102938,2023-06-06,2023-06-13,Standard Class,CUST-1229,PROD-1025,Dumbbells,Sports,South,London,3,92.15,0.2,221.16,113.66,0.5139
ORD-102939,2024-12-03,2024-12-04,Standard Class,CUST-1063,PROD-1034,Tea Set,Food & Grocery,North,Leeds,9,142.17,0.15,1087.6,430.85,0.3961
ORD-102940,2024-03-28,2024-04-03,Standard Class,CUST-1049,PROD-1004,Smartwatch,Electronics,Central,Leicester,3,227.77,0.0,683.31,244.83,0.3583
ORD-102941,2024-09-16,2024-09-23,Same Day,CUST-1020,PROD-1028,Tennis Racket,Sports,West,Exeter,6,329.27,0.0,1975.62,873.96,0.4424
ORD-102942,2023-12-18,2023-12-20,First Class,CUST-1231,PROD-1009,Jeans,Clothing,South,Oxford,1,750.34,0.0,750.34,396.45,0.5284
ORD-102943,2024-08-29,2024-09-05,Second Class,CUST-1184,PROD-1034,Tea Set,Food & Grocery,East,Colchester,10,142.17,0.1,1279.53,506.88,0.3961
ORD-102944,2023-01-25,2023-01-27,First Class,CUST-1241,PROD-1031,Coffee Beans,Food & Grocery,South,Portsmouth,3,86.95,0.1,234.77,140.83,0.5999
ORD-102945,2024-04-01,2024-04-07,Same Day,CUST-1100,PROD-1001,Smartphone,Electronics,Central,Coventry,10,809.75,0.1,7287.75,4213.53,0.5782
ORD-102946,2023-08-09,2023-08-12,Second Class,CUST-1232,PROD-1033,Protein Powder,Food & Grocery,East,Peterborough,5,797.47,0.1,3588.62,1371.02,0.382
ORD-102947,2023-05-07,2023-05-12,Standard Class,CUST-1283,PROD-1014,Suit,Clothing,East,Peterborough,6,467.85,0.0,2807.1,1682.82,0.5995
ORD-102948,2023-02-04,2023-02-07,Same Day,CUST-1016,PROD-1033,Protein Powder,Food & Grocery,Central,Nottingham,3,797.47,0.0,2392.41,914.01,0.382
ORD-102949,2022-08-29,2022-09-04,First Class,CUST-1104,PROD-1017,Coffee Table,Home & Garden,East,Ipswich,6,660.41,0.2,3169.97,1314.24,0.4146
ORD-102950,2024-08-14,2024-08-17,First Class,CUST-1294,PROD-1018,Lamp,Home & Garden,South,London,2,1076.69,0.0,2153.38,1180.92,0.5484
ORD-102951,2023-08-15,2023-08-17,Standard Class,CUST-1283,PROD-1018,Lamp,Home & Garden,Central,Leicester,8,1076.69,0.15,7321.49,4015.13,0.5484
ORD-102952,2022-08-16,2022-08-17,Same Day,CUST-1139,PROD-1032,Olive Oil,Food & Grocery,North,Newcastle,2,172.25,0.0,344.5,161.52,0.4689
ORD-102953,2024-10-23,2024-10-27,Second Class,CUST-1129,PROD-1024,Yoga Mat,Sports,East,Cambridge,10,108.76,0.1,978.84,355.23,0.3629
ORD-102954,2022-06-04,2022-06-11,Second Class,CUST-1142,PROD-1029,Football,Sports,East,Norwich,5,575.73,0.0,2878.65,867.2,0.3013
ORD-102955,2023-02-07,2023-02-08,Standard Class,CUST-1257,PROD-1029,Football,Sports,Central,Coventry,5,575.73,0.0,2878.65,867.2,0.3013
ORD-102956,2024-05-21,2024-05-25,Same Day,CUST-1058,PROD-1003,Headphones,Electronics,North,Newcastle,7,236.88,0.0,1658.16,832.02,0.5018
ORD-102957,2022-03-17,2022-03-21,First Class,CUST-1004,PROD-1006,Speaker,Electronics,South,London,9,80.29,0.05,686.48,270.86,0.3946
ORD-102958,2022-07-29,2022-07-30,Second Class,CUST-1163,PROD-1028,Tennis Racket,Sports,North,Newcastle,10,329.27,0.0,3292.7,1456.6,0.4424
ORD-102959,2022-04-18,2022-04-20,Same Day,CUST-1084,PROD-1005,Camera,Electronics,West,Bristol,1,318.4,0.0,318.4,132.5,0.4161
ORD-102960,2022-10-01,2022-10-02,Second Class,CUST-1030,PROD-1034,Tea Set,Food & Grocery,West,Bath,4,142.17,0.15,483.38,191.49,0.3961
ORD-102961,2024-08-04,2024-08-09,Same Day,CUST-1194,PROD-1035,Spice Kit,Food & Grocery,East,Cambridge,6,64.72,0.0,388.32,180.9,0.4659
ORD-102962,2022-05-19,2022-05-22,Standard Class,CUST-1142,PROD-1032,Olive Oil,Food & Grocery,East,Cambridge,1,172.25,0.0,172.25,80.76,0.4689
ORD-102963,2024-09-27,2024-09-29,Second Class,CUST-1273,PROD-1016,Sofa,Home & Garden,West,Bristol,8,663.83,0.0,5310.64,3156.48,0.5944
ORD-102964,2024-09-30,2024-10-06,Second Class,CUST-1117,PROD-1029,Football,Sports,East,Peterborough,7,575.73,0.0,4030.11,1214.08,0.3013
ORD-102965,2024-01-26,2024-01-31,Second Class,CUST-1139,PROD-1001,Smartphone,Electronics,West,Exeter,2,809.75,0.0,1619.5,936.34,0.5782
ORD-102966,2024-06-07,2024-06-13,Standard Class,CUST-1068,PROD-1036,Organic Honey,Food & Grocery,North,Leeds,6,590.43,0.2,2834.06,783.7,0.2765
ORD-102967,2022-01-31,2022-02-07,Same Day,CUST-1108,PROD-1035,Spice Kit,Food & Grocery,West,Bath,7,64.72,0.05,430.39,200.5,0.4659
ORD-102968,2023-10-31,2023-11-07,Standard Class,CUST-1087,PROD-1019,Curtains,Home & Garden,West,Plymouth,1,188.03,0.05,178.63,97.98,0.5485
ORD-102969,2024-03-08,2024-03-10,Second Class,CUST-1194,PROD-1003,Headphones,Electronics,North,Liverpool,5,236.88,0.0,1184.4,594.3,0.5018
ORD-102970,2022-09-25,2022-10-02,First Class,CUST-1176,PROD-1018,Lamp,Home & Garden,North,Liverpool,1,1076.69,0.2,861.35,472.37,0.5484
ORD-102971,2024-04-10,2024-04-13,Second Class,CUST-1172,PROD-1032,Olive Oil,Food & Grocery,East,Colchester,4,172.25,0.0,689.0,323.04,0.4689
ORD-102972,2022-03-19,2022-03-26,Same Day,CUST-1213,PROD-1015,Shorts,Clothing,West,Plymouth,10,640.74,0.0,6407.4,2088.0,0.3259
ORD-102973,2023-06-01,2023-06-06,First Class,CUST-1079,PROD-1020,Rug,Home & Garden,West,Cardiff,8,47.19,0.2,302.02,176.96,0.5859
ORD-102974,2022-04-16,2022-04-17,Same Day,CUST-1166,PROD-1021,Bookshelf,Home & Garden,Central,Leicester,7,97.87,0.05,650.84,305.24,0.469
ORD-102975,2023-07-15,2023-07-20,Same Day,CUST-1167,PROD-1010,Jacket,Clothing,West,Bath,3,158.1,0.1,426.87,183.68,0.4303
ORD-102976,2022-04-19,2022-04-21,Standard Class,CUST-1114,PROD-1013,Hoodie,Clothing,Central,Nottingham,8,730.12,0.0,5840.96,2840.64,0.4863
ORD-102977,2022-06-18,2022-06-20,First Class,CUST-1073,PROD-1035,Spice Kit,Food & Grocery,East,Norwich,6,64.72,0.1,349.49,162.81,0.4659
ORD-102978,2022-05-22,2022-05-28,Second Class,CUST-1246,PROD-1030,Swimwear,Sports,East,Cambridge,9,234.35,0.0,2109.15,790.74,0.3749
ORD-102979,2024-06-08,2024-06-14,Second Class,CUST-1011,PROD-1026,Running Shoes,Sports,North,Newcastle,3,428.06,0.15,1091.55,423.61,0.3881
ORD-102980,2023-05-19,2023-05-21,First Class,CUST-1208,PROD-1022,Mirror,Home & Garden,South,London,7,710.06,0.2,3976.34,1322.16,0.3325
ORD-102981,2024-10-12,2024-10-14,Same Day,CUST-1073,PROD-1004,Smartwatch,Electronics,Central,Derby,8,227.77,0.1,1639.94,587.59,0.3583
ORD-102982,2022-05-16,2022-05-20,Standard Class,CUST-1196,PROD-1032,Olive Oil,Food & Grocery,North,Newcastle,2,172.25,0.15,292.82,137.29,0.4689
ORD-102983,2022-06-27,2022-07-02,First Class,CUST-1127,PROD-1003,Headphones,Electronics,Central,Leicester,5,236.88,0.0,1184.4,594.3,0.5018
ORD-102984,2023-02-12,2023-02-13,Second Class,CUST-1241,PROD-1027,Bicycle,Sports,North,Leeds,1,241.05,0.15,204.89,95.18,0.4645
ORD-102985,2023-05-08,2023-05-12,Same Day,CUST-1211,PROD-1034,Tea Set,Food & Grocery,North,Leeds,2,142.17,0.0,284.34,112.64,0.3961
ORD-102986,2024-05-02,2024-05-05,Same Day,CUST-1193,PROD-1029,Football,Sports,West,Plymouth,4,575.73,0.2,1842.34,555.01,0.3013
ORD-102987,2022-04-30,2022-05-02,First Class,CUST-1258,PROD-1022,Mirror,Home & Garden,East,Ipswich,6,710.06,0.1,3834.32,1274.94,0.3325
ORD-102988,2023-02-23,2023-02-28,First Class,CUST-1190,PROD-1007,Monitor,Electronics,North,Manchester,3,51.06,0.05,145.52,53.04,0.3645
ORD-102989,2022-10-05,2022-10-07,Second Class,CUST-1096,PROD-1015,Shorts,Clothing,North,Liverpool,10,640.74,0.15,5446.29,1774.8,0.3259
ORD-102990,2022-02-28,2022-03-04,Standard Class,CUST-1073,PROD-1004,Smartwatch,Electronics,East,Colchester,6,227.77,0.0,1366.62,489.66,0.3583
ORD-102991,2024-06-20,2024-06-23,Standard Class,CUST-1163,PROD-1027,Bicycle,Sports,South,Portsmouth,1,241.05,0.05,229.0,106.38,0.4645
ORD-102992,2023-06-07,2023-06-13,Second Class,CUST-1232,PROD-1006,Speaker,Electronics,West,Exeter,9,80.29,0.0,722.61,285.12,0.3946
ORD-102993,2022-12-10,2022-12-16,Standard Class,CUST-1080,PROD-1036,Organic Honey,Food & Grocery,East,Peterborough,3,590.43,0.0,1771.29,489.81,0.2765
ORD-102994,2024-02-06,2024-02-11,Second Class,CUST-1274,PROD-1013,Hoodie,Clothing,West,Plymouth,2,730.12,0.0,1460.24,710.16,0.4863
ORD-102995,2023-11-15,2023-11-20,Standard Class,CUST-1298,PROD-1019,Curtains,Home & Garden,Central,Leicester,2,188.03,0.05,357.26,195.97,0.5485
ORD-102996,2023-05-30,2023-06-06,First Class,CUST-1073,PROD-1020,Rug,Home & Garden,West,Exeter,5,47.19,0.05,224.15,131.34,0.5859
ORD-102997,2024-10-11,2024-10-16,First Class,CUST-1169,PROD-1010,Jacket,Clothing,East,Cambridge,9,158.1,0.05,1351.75,581.66,0.4303
ORD-102998,2024-07-13,2024-07-14,Second Class,CUST-1216,PROD-1022,Mirror,Home & Garden,North,Manchester,5,710.06,0.05,3372.78,1121.47,0.3325
ORD-102999,2023-07-07,2023-07-13,Same Day,CUST-1021,PROD-1029,Football,Sports,West,Bristol,8,575.73,0.0,4605.84,1387.52,0.3013
ORD-103000,2022-09-19,2022-09-26,Standard Class,CUST-1197,PROD-1014,Suit,Clothing,East,Norwich,8,467.85,0.1,3368.52,2019.38,0.5995
ORD-103001,2023-12-09,2023-12-12,Second Class,CUST-1257,PROD-1022,Mirror,Home & Garden,West,Exeter,3,710.06,0.05,2023.67,672.88,0.3325
ORD-103002,2024-10-25,2024-10-28,Standard Class,CUST-1181,PROD-1008,T-Shirt,Clothing,Central,Nottingham,8,301.61,0.15,2050.95,1056.72,0.5152
ORD-103003,2023-10-28,2023-10-31,Same Day,CUST-1213,PROD-1004,Smartwatch,Electronics,East,Ipswich,8,227.77,0.0,1822.16,652.88,0.3583
ORD-103004,2023-05-05,2023-05-09,First Class,CUST-1208,PROD-1002,Tablet,Electronics,Central,Coventry,7,223.3,0.15,1328.63,631.71,0.4755
ORD-103005,2023-03-01,2023-03-06,First Class,CUST-1212,PROD-1007,Monitor,Electronics,West,Bristol,2,51.06,0.0,102.12,37.22,0.3645
ORD-103006,2024-11-12,2024-11-14,First Class,CUST-1202,PROD-1011,Dress,Clothing,South,Southampton,6,163.61,0.0,981.66,248.28,0.2529
ORD-103007,2024-03-05,2024-03-10,Same Day,CUST-1283,PROD-1036,Organic Honey,Food & Grocery,West,Exeter,9,590.43,0.2,4251.1,1175.54,0.2765
ORD-103008,2023-02-24,2023-02-28,Second Class,CUST-1092,PROD-1022,Mirror,Home & Garden,South,Portsmouth,1,710.06,0.0,710.06,236.1,0.3325
ORD-103009,2022-10-02,2022-10-06,First Class,CUST-1207,PROD-1016,Sofa,Home & Garden,South,Brighton,1,663.83,0.0,663.83,394.56,0.5944
ORD-103010,2022-07-05,2022-07-10,Same Day,CUST-1124,PROD-1031,Coffee Beans,Food & Grocery,West,Cardiff,2,86.95,0.2,139.12,83.46,0.5999
ORD-103011,2023-01-30,2023-01-31,Same Day,CUST-1096,PROD-1024,Yoga Mat,Sports,North,Sheffield,3,108.76,0.0,326.28,118.41,0.3629
ORD-103012,2023-08-16,2023-08-18,First Class,CUST-1033,PROD-1022,Mirror,Home & Garden,West,Plymouth,6,710.06,0.05,4047.34,1345.77,0.3325
ORD-103013,2023-02-21,2023-02-22,Second Class,CUST-1065,PROD-1000,Laptop,Electronics,North,Leeds,3,430.02,0.05,1225.56,304.09,0.2481
ORD-103014,2023-04-15,2023-04-22,First Class,CUST-1211,PROD-1019,Curtains,Home & Garden,West,Cardiff,6,188.03,0.0,1128.18,618.84,0.5485
ORD-103015,2023-05-13,2023-05-20,Standard Class,CUST-1219,PROD-1007,Monitor,Electronics,Central,Derby,3,51.06,0.0,153.18,55.83,0.3645
ORD-103016,2023-11-17,2023-11-19,Standard Class,CUST-1052,PROD-1032,Olive Oil,Food & Grocery,West,Cardiff,2,172.25,0.1,310.05,145.37,0.4689
ORD-103017,2023-03-05,2023-03-11,Same Day,CUST-1217,PROD-1005,Camera,Electronics,West,Plymouth,10,318.4,0.0,3184.0,1325.0,0.4161
ORD-103018,2024-09-10,2024-09-12,Standard Class,CUST-1126,PROD-1025,Dumbbells,Sports,South,Portsmouth,10,92.15,0.0,921.5,473.6,0.5139
ORD-103019,2022-12-21,2022-12-27,First Class,CUST-1015,PROD-1012,Shoes,Clothing,South,Portsmouth,10,216.86,0.0,2168.6,1026.7,0.4734
ORD-103020,2023-02-16,2023-02-18,First Class,CUST-1175,PROD-1013,Hoodie,Clothing,East,Cambridge,2,730.12,0.15,1241.2,603.64,0.4863
ORD-103021,2024-07-20,2024-07-25,Standard Class,CUST-1233,PROD-1015,Shorts,Clothing,North,Newcastle,7,640.74,0.1,4036.66,1315.44,0.3259
ORD-103022,2024-10-31,2024-11-02,Second Class,CUST-1002,PROD-1004,Smartwatch,Electronics,Central,Leicester,3,227.77,0.2,546.65,195.86,0.3583
ORD-103023,2024-10-14,2024-10-18,First Class,CUST-1294,PROD-1007,Monitor,Electronics,East,Colchester,8,51.06,0.05,388.06,141.44,0.3645
ORD-103024,2023-12-11,2023-12-13,Second Class,CUST-1068,PROD-1005,Camera,Electronics,West,Exeter,8,318.4,0.05,2419.84,1007.0,0.4161
ORD-103025,2023-05-02,2023-05-07,Same Day,CUST-1175,PROD-1029,Football,Sports,West,Plymouth,7,575.73,0.0,4030.11,1214.08,0.3013
ORD-103026,2024-06-27,2024-07-02,Second Class,CUST-1072,PROD-1023,Plant Pot,Home & Garden,Central,Leicester,7,639.19,0.15,3803.18,1665.11,0.4378
ORD-103027,2023-08-07,2023-08-08,Second Class,CUST-1235,PROD-1012,Shoes,Clothing,West,Bristol,2,216.86,0.1,390.35,184.81,0.4734
ORD-103028,2022-03-12,2022-03-18,Same Day,CUST-1273,PROD-1006,Speaker,Electronics,Central,Leicester,4,80.29,0.05,305.1,120.38,0.3946
ORD-103029,2023-03-16,2023-03-21,Standard Class,CUST-1034,PROD-1000,Laptop,Electronics,South,London,4,430.02,0.15,1462.07,362.78,0.2481
ORD-103030,2024-06-27,2024-06-29,First Class,CUST-1128,PROD-1014,Suit,Clothing,West,Cardiff,1,467.85,0.0,467.85,280.47,0.5995
ORD-103031,2024-09-28,2024-10-02,Standard Class,CUST-1162,PROD-1031,Coffee Beans,Food & Grocery,East,Cambridge,10,86.95,0.05,826.02,495.52,0.5999
ORD-103032,2023-12-01,2023-12-04,Same Day,CUST-1281,PROD-1016,Sofa,Home & Garden,Central,Birmingham,10,663.83,0.15,5642.56,3353.76,0.5944
ORD-103033,2024-10-26,2024-10-30,Standard Class,CUST-1029,PROD-1031,Coffee Beans,Food & Grocery,South,London,6,86.95,0.1,469.53,281.66,0.5999
ORD-103034,2022-12-27,2022-12-31,Same Day,CUST-1065,PROD-1013,Hoodie,Clothing,North,Leeds,10,730.12,0.2,5840.96,2840.64,0.4863
